title,provider,school,rating,review_count,language,price,description,url,course_id
Warhol,Coursera,The University of Edinburgh,4,1,,FREE,"An introduction to the life and work of Andy Warhol, one of the world¡¯s most famous artists, through exploration of five thematic framings of his life and career: celebrity, sex, money, death and time.",/enroll?course_id=12708,12708
Understanding Research: An Overview for Health Professionals,Coursera,"University of California, San Francisco",3,2,,FREE,"Participants will learn the elements of research methods and design that are essential to the translation of knowledge into clinical practice, administration/leadership, and health policy.",/enroll?course_id=14151,14151
Configuring the World: A Critical Political Economy Approach,Coursera,Universiteit Leiden,4,2,,FREE,"In today¡¯s world, politics and economics are inextricably interconnected, but what is the nature of this connectivity? What are the power relationships that shape the world economy today and create new challenges for international institutions facing globalization? What makes some countries wealthier than others? Do we face cultural diversity or fragmentation? Does the type of governance effect economic development and social change or is it the other way around? How do we measure it and how trustworthy is the data? These issues and many more will be examined in this course along with up-to-date sources and biting criticism.",/enroll?course_id=14214,14214
Enhance Your Career and Employability Skills,Coursera,University of London,4,1,,FREE,"Learn how to make effective decisions about your future career and how to take control of your professional development by honing your critical thinking and employability skills. Suitable for anyone undertaking some form of study, regardless of academic discipline, interests or employment background.",/enroll?course_id=14329,14329
From GPS and Google Maps to Spatial Computing,Coursera,University of Minnesota,3,1,,FREE,"This course introduces concepts, algorithms, programming, theory and design of spatial computing technologies such as global positioning systems (GPS), Google Maps, location-based services and geographic information systems. Learn how to collect, analyze, and visualize your own spatial datasets while avoiding common pitfalls and building better location-aware technologies.",/enroll?course_id=14411,14411
"Better Leader, Richer Life",Coursera,University of Pennsylvania,3,2,,FREE,"The Total Leadership approach will help you become a better leader by having a richer life and have a richer life by becoming a better leader. Learn a practical, proven method for how to articulate your core values and vision; build trust with your most important people; and achieve ""four-way wins"" -- improved performance at work or in school, at home with your family, in your community, and for your self (mind, body, spirit). It's not about ""work/life balance""; it's about creating harmony among the different parts of your life as a leader in all of them.",/enroll?course_id=16847,16847
Bioinformatics: Life Sciences on Your Computer,Coursera,Johns Hopkins University,4,1,,FREE,"What makes bioinformatics education exciting is that people of a variety of education levels can get started quickly, with just a computer and internet access.",/enroll?course_id=19238,19238
Introduction to Acoustics (Part 1),Coursera,Korea Advanced Institute of Science and Technology,3,1,,FREE,"Learn about acoustics and sound fields by using the concept of impedance. We will start with the fundamental concept of one-dimensional cases, understand the essentials, and also cover extended topics.",/enroll?course_id=19561,19561
Exploring Neural Data,Coursera,Brown University,3,1,,FREE,"Try your hand at understanding the brain by learning to analyze neural data yourself! Working with real neural data sets from neuroscience research labs, you¡¯ll learn data analysis techniques so you can discover for yourself how the brain works.",/enroll?course_id=20045,20045
Social Entrepreneurship,Coursera,University of Pennsylvania,2,1,,FREE,"Join us and learn how to develop, test, and deploy high-impact solutions to society's toughest challenges.",/enroll?course_id=20325,20325
Geospatial Intelligence & the Geospatial Revolution,Coursera,The Pennsylvania State University,4,1,,FREE,"Learn how the revolution in geospatial technology combined with the tradecraft of Geospatial Intelligence (GEOINT) have changed how we develop insights about how humans use geography, and discover the power of GEOINT.",/enroll?course_id=20388,20388
"Alcohol, Drugs, and Baby Boomers: Are you ready?",Coursera,Johns Hopkins University,3,1,,FREE,"As the baby boomer generation ages, the impacts of alcohol and drug use among this generation will become an increasingly important public health issue. This 5-week course will provide primary care givers and health care providers with an overview of this looming issue and provide strategies for the prevention and reduction of substance use associated harm.",/enroll?course_id=20449,20449
¬ª¬ß¬ã¬ä¬Ú¬ä¬å¬è¬Ú¬à¬ß¬Ñ¬Ý¬î¬ß¬Ñ¬ñ ¬ï¬Ü¬à¬ß¬à¬Þ¬Ú¬Ü¬Ñ (Institutional economics),Coursera,Higher School of Economics,4,1,,FREE,"¬£ ¬ç¬à¬Õ¬Ö ¬Ü¬å¬â¬ã¬Ñ ¬ã¬Ý¬å¬ê¬Ñ¬ä¬Ö¬Ý¬Ú ¬å¬Ù¬ß¬Ñ¬ð¬ä, ¬é¬ä¬à ¬ä¬Ñ¬Ü¬à¬Ö ¬Ú¬ß¬ã¬ä¬Ú¬ä¬å¬ä¬í, ¬Ü¬Ñ¬Ü¬à¬Ó¬Ñ ¬â¬à¬Ý¬î ¬Ú¬ß¬ã¬ä¬Ú¬ä¬å¬ä¬à¬Ó ¬Ó ¬ï¬Ü¬à¬ß¬à¬Þ¬Ú¬é¬Ö¬ã¬Ü¬Ú¬ç ¬Ó¬Ù¬Ñ¬Ú¬Þ¬à¬Õ¬Ö¬Û¬ã¬ä¬Ó¬Ú¬ñ¬ç, ¬Ü¬Ñ¬Ü ¬à¬ß¬Ú ¬Ó¬Ý¬Ú¬ñ¬ð¬ä ¬ß¬Ñ ¬Ò¬Ý¬Ñ¬Ô¬à¬ã¬à¬ã¬ä¬à¬ñ¬ß¬Ú¬Ö ¬Ú¬ß¬Õ¬Ú¬Ó¬Ú¬Õ¬à¬Ó, ¬à¬â¬Ô¬Ñ¬ß¬Ú¬Ù¬Ñ¬è¬Ú¬Û ¬Ú ¬ã¬ä¬â¬Ñ¬ß, ¬Ú ¬á¬à¬Ù¬ß¬Ñ¬Ü¬à¬Þ¬ñ¬ä¬ã¬ñ ¬ã ¬Ú¬ß¬ã¬ä¬â¬å¬Þ¬Ö¬ß¬ä¬Ñ¬Þ¬Ú, ¬Õ¬à¬ã¬ä¬å¬á¬ß¬í¬Þ¬Ú ¬Õ¬Ý¬ñ ¬Ú¬ç ¬Ú¬Ù¬å¬é¬Ö¬ß¬Ú¬ñ.",/enroll?course_id=23701,23701
Understanding Video Games,Coursera,University of Alberta,2,2,,FREE,"An 11-lesson course teaching a comprehensive overview of analytical theory pertaining to video game media. Topics covered: play and game, emergence versus progression, game mechanics, story, interpretive theory, the culture of games, violence, sex and race in games, and finally, serious games. Estimated workload: 3-5 hrs/wk for non-credit; 7-10 hrs/wk for credit.",/enroll?course_id=24330,24330
Surveillance Law,Coursera,Stanford University,4,1,,FREE,"Learn how police and intelligence agencies can access your data, and how the law (might) protect you! Hackers, attorneys, and concerned citizens are all welcome.",/enroll?course_id=25680,25680
The Caltech-JPL Summer School on Big Data Analytics,Coursera,Caltech,3,1,,FREE,"This is an intensive, advanced summer school (in the sense used by scientists) in some of the methods of computational, data-intensive science. It covers a variety of topics from applied computer science and engineering, and statistics, and it requires a strong background in computing, statistics, and data-intensive research.",/enroll?course_id=25942,25942
Probability,Coursera,University of Pennsylvania,4,1,,FREE,"How should we interpret chance around us? Watch beautiful mathematical ideas emerge in a glorious historical tapestry as we discover key concepts in probability, perhaps as they might first have been unearthed, and illustrate their sway with vibrant applications taken from history and the world around.",/enroll?course_id=27501,27501
"The Land Ethic Reclaimed: Perceptive Hunting, Aldo Leopold, and Conservation",Coursera,University of Wisconsin?Madison,3,1,,FREE,"The rich history of wildlife management and recreational hunting plays an important role in the evolving face of conservation. This course will explore the ethics, science, and democracy of conservation, hunting, and The Land Ethic in North America.",/enroll?course_id=27787,27787
Preparing for the AP* Calculus AB and BC Exams (Part 1 - Differential Calculus),Coursera,University of Houston System,2,1,,FREE,"This is a 6 week course covering the first part of AP* Calculus which includes limits, derivatives and applications. * AP Calculus is a registered trademark of the College Board, which was not involved in the production of, and does not endorse, this product.",/enroll?course_id=27928,27928
Preparing for the AP* Calculus AB and BC Exams (Part 2 - Integral Calculus),Coursera,University of Houston System,2,1,,FREE,"This is a 6 week course covering the second part of AP* Calculus curriculum which includes integration rules, techniques and applications. * AP Calculus is a registered trademark of the College Board, which was not involved in the production of, and does not endorse, this product.",/enroll?course_id=34333,34333
On Strategy: What Managers can learn from Philosophy - Part 2,Coursera,CentraleSup?lec,3,2,,FREE,Part 2 of the MOOC: 3 new lectures,/enroll?course_id=35389,35389
Engaging Citizens:  A Game Changer for Development?,Coursera,The World Bank Group,4,1,,FREE,"Government works best when citizens are directly engaged in policymaking and public service delivery. What conditions are necessary for inclusive and effective citizen engagement? Can it positively improve people's lives? This course provides an overview of citizen engagement, critically analyzing how it can be leveraged most effectively to achieve development results.",/enroll?course_id=35417,35417
Android: Introducci?n a la Programaci?n,edX,Universitat Polit?cnica de Valencia,4,25,,"FREE, Add a Verified Certificate for $50","Android es la plataforma libre desarrollada por Google, ampliamente utilizada en multitud de dispositivos como m?viles, tabletas, TV, wearables e Internet de las cosas. Su expansi?n ha sido espectacular, siendo el S.O. m?s utilizado en la actualidad. Tras realizar este curso conocer?s los fundamentos del desarrollo de aplicaciones en Android y podr?s realizar sencillas aplicaciones, que incluyan los aspectos m?s importantes y novedosos de esta plataforma. A lo largo del curso se desarrolla una aplicaci?n de ejemplo, ""Mis Lugares Favoritos"", que nos permitir? almacenar fotograf?a, posici?n geogr?fica, valoraci?n y otros datos de los lugares que m?s nos gustan. El curso se introducen los siguientes aspectos: repaso de Java, visi?n general de Android, entorno de desarrollo (Android Studio), Interfaz de usuario (vistas, Layouts, recursos, barra de acciones, preferencias, RecyclerView, Fragments...), actividades, intenciones, seguridad... Android es la plataforma libre desarrollada por Google, ampliamente utilizada en multitud de dispositivos como m?viles, tabletas, TV, wearables e Internet de las cosas. Su expansi?n ha sido espectacular, siendo el S.O. m?s utilizado en la actualidad. Tras realizar este curso conocer?s los fundamentos del desarrollo de aplicaciones en Android y podr?s realizar sencillas aplicaciones, que incluyan los aspectos m?s importantes y novedosos de esta plataforma. A lo largo del curso se desarrolla una aplicaci?n de ejemplo, ""Mis Lugares Favoritos"", que nos permitir? almacenar fotograf?a, posici?n geogr?fica, valoraci?n y otros datos de los lugares que m?s nos gustan. El curso se introducen los siguientes aspectos: repaso de Java, visi?n general de Android, entorno de desarrollo (Android Studio), Interfaz de usuario (vistas, Layouts, recursos, barra de acciones, preferencias, RecyclerView, Fragments...), actividades, intenciones, seguridad, posicionamiento, mapas y bases de datos. read more read less",/enroll?course_id=35731&direct_enroll=true,35731
Retos de la Agricultura y la Alimentaci?n en el Siglo XXI,edX,Universitat Polit?cnica de Valencia,5,4,,FREE,"El planeta se enfrenta al reto de alimentar a una poblaci?n creciente en un escenario de limitaci?n de recursos, mercados agroalimentarios imperfectos, crisis de alimentos, y poblaci?n rural vulnerable. El curso invita a una reflexi?n sobre las alternativas de la agricultura y la alimentaci?n, vistas como soluci?n a los desaf?os socio-econ?micos y ambientales, con ?nfasis en el papel de la agricultura familiar y en modos de producci?n sostenibles, en el marco de cadenas de valor m?s equilibradas. This course is taught in Spanish with English subtitles.",/enroll?course_id=36393&direct_enroll=true,36393
Public-Private Partnerships (PPP): How can PPPs help deliver better services?,Coursera,The World Bank Group,5,2,,FREE,"Public-Private Partnerships (PPP) are one tool that governments can employ to help deliver needed infrastructure services. PPPs are a way of contracting for services, using private sector innovation and expertise, and they often leverage private finance. PPPs can, implemented under the right circumstances, improve service provision and facilitate economic growth.",/enroll?course_id=44271,44271
D?couvrir le marketing,edX,Universit? catholique de Louvain,5,4,,"FREE, Add a Verified Certificate for $150","Vous allez d?couvrir les m?canismes ? l¡¯©«uvre derri?re les grandes d?cisions qui rel?vent du marketing op?rationnel?: la conception d¡¯un produit la fixation du prix auquel celui-ci sera vendu la s?lection des canaux de distribution pour la vente le choix des moyens de communication par lesquels l¡¯entreprise va informer ses clients. Ces d?cisions s¡¯appuient bien s?r sur des analyses mobilisant des concepts importants que nous vous pr?senterons. Tout au long du MOOC, vous aurez l¡¯occasion d¡¯appliquer la th?orie ? une ?tude de cas r?el qui vous placera dans la peau d¡¯un d?cideur marketing. Vous b?n?ficierez aussi d¡¯interviews d¡¯experts et d¡¯?changes privil?gi?s et interactifs avec les professeurs lors de conf?rences en direct.? ? Tous les jours, consommez-vous des biens ou des services?? Ce MOOC vous permettra de saisir la logique du marketing et de devenir un consommateur plus responsable. Etes... Vous allez d?couvrir les m?canismes ? l¡¯©«uvre derri?re les grandes d?cisions qui rel?vent du marketing op?rationnel?: la conception d¡¯un produit la fixation du prix auquel celui-ci sera vendu la s?lection des canaux de distribution pour la vente le choix des moyens de communication par lesquels l¡¯entreprise va informer ses clients. Ces d?cisions s¡¯appuient bien s?r sur des analyses mobilisant des concepts importants que nous vous pr?senterons. Tout au long du MOOC, vous aurez l¡¯occasion d¡¯appliquer la th?orie ? une ?tude de cas r?el qui vous placera dans la peau d¡¯un d?cideur marketing. Vous b?n?ficierez aussi d¡¯interviews d¡¯experts et d¡¯?changes privil?gi?s et interactifs avec les professeurs lors de conf?rences en direct.? ? Tous les jours, consommez-vous des biens ou des services?? Ce MOOC vous permettra de saisir la logique du marketing et de devenir un consommateur plus responsable. Etes-vous un praticien non encore averti en marketing?? Ce MOOC vous permettra de comprendre le pourquoi des d?cisions du marketing op?rationnel et de les mettre en ©«uvre dans un cas concret. Etes-vous ?tudiant et curieux?? Ce MOOC vous permettra de vous familiariser avec les pratiques du marketing, dans les secteurs marchands et non marchands. ? Etes-vous un ?tudiant en gestion?? Ce MOOC vous offrira un compl?ment aux cours de strat?gie et de marketing strat?gique. Il vous permettra d¡¯op?rationnaliser les d?cisions dans quatre composantes classiques ? savoir le produit, la distribution, le prix et la communication (les ??4 P??). ? Que vous soyez consommateur, praticien ou ?tudiant, ce MOOC vous offrira un regard ?clair? sur l¡¯?thique du marketing. Avec le partenariat des ?ditions Dunod pour l'ouvrage Lambin, J.-J., & de Moerloose, C. (2012).?Marketing strat?gique et op?rationnel. Du marketing ? l'orientation-march??(8?me ?dition). ? This class will provide you with an overview of the various dimensions of operational marketing (marketing decisions). These decisions concern product development, setting of a price for this product, selecting one or several distribution channels and finally communication tools in order to promote this product. Of course, these decisions rest on conceptual concepts that we will also present. You will have the opportunity to concretely apply course content through weekly case studies for which you will play the role of a manager. This MOOC provides content through videos, quiz, expert interviews, a forum, discussion (hangouts) and additional readings. ? To consumers, this class will offer you an understanding of the logic behind marketing and it will enable you to become a more aware and responsible consumer. ? To practitioners with no marketing background, this MOOC will enable you to understand the reasoning behind marketing decisions and to apply this reasoning in real situations. ? To students with no business background, this MOOC will help you to become familiar with marketing practices both in commercial and non-profit marketing and to understand and analyze important operational decisions in marketing. ? To business students, this MOOC will be complementary to strategy and marketing strategy classes. It will enable you to operationalize decisions using the 4 ¡®P¡¯s¡¯: Price, Product, Place and Promotion. ? To everybody involved in this MOOC, the ethical issues in Marketing will be highlighted.? ? Ce cours est enseign? en fran?ais.?This course is taught in French. read more read less",/enroll?course_id=45184&direct_enroll=true,45184
Applied Logistic Regression,Coursera,The Ohio State University,4,1,,FREE,"This course provides theoretical and practical training on the increasingly popular logistic regression model, which has become the standard analytical method for use with a binary response variable.",/enroll?course_id=45430,45430
Introducci?n a la Gesti?n para Resultados en el Desarrollo,edX,Inter-American Development Bank,4,27,,FREE,"Este curso ser? impartido en espa?ol. ¢¯Qu? se entiende por gesti?n para resultados en el desarrollo? ¢¯Cu?les son los componentes del ciclo de gesti?n p?blica que aborda la gesti?n para resultados en el desarrollo? ¢¯Cu?les son los principales desaf?os en Am?rica Latina y el Caribe para la implementaci?n de la gesti?n para resultados en el desarrollo? ¢¯C?mo favorecer la implementaci?n de la gesti?n para resultados en el desarrollo en Am?rica Latina y el Caribe? Este curso ? el primero de una serie de cursos sobre este tema - da respuesta a las anteriores preguntas y, a modo de introducci?n, brinda el marco conceptual de la gesti?n para resultados en el desarrollo con ?nfasis en los gobiernos subnacionales. En los siguientes cursos de esta serie profundizaremos en cada uno de los componentes del ciclo de gesti?n p?blica. Los pa?ses de Am?rica Latina y el Caribe enfrentan considerables desaf?os de la gesti?n p?blica, ta... Este curso ser? impartido en espa?ol. ¢¯Qu? se entiende por gesti?n para resultados en el desarrollo? ¢¯Cu?les son los componentes del ciclo de gesti?n p?blica que aborda la gesti?n para resultados en el desarrollo? ¢¯Cu?les son los principales desaf?os en Am?rica Latina y el Caribe para la implementaci?n de la gesti?n para resultados en el desarrollo? ¢¯C?mo favorecer la implementaci?n de la gesti?n para resultados en el desarrollo en Am?rica Latina y el Caribe? Este curso ? el primero de una serie de cursos sobre este tema - da respuesta a las anteriores preguntas y, a modo de introducci?n, brinda el marco conceptual de la gesti?n para resultados en el desarrollo con ?nfasis en los gobiernos subnacionales. En los siguientes cursos de esta serie profundizaremos en cada uno de los componentes del ciclo de gesti?n p?blica. Los pa?ses de Am?rica Latina y el Caribe enfrentan considerables desaf?os de la gesti?n p?blica, tales como el dise?o de pol?ticas p?blicas que tengan en consideraci?n los puntos de vista de los diferentes actores; las demandas ciudadanas y los escasos recursos disponibles; la asignaci?n de los recursos financieros; la calidad de los servicios p?blicos o el seguimiento y la evaluaci?n de la gesti?n, entre otros. La gesti?n para resultados en el desarrollo y su enfoque de gerencia contribuyen al abordaje de estos desaf?os mediante el tratamiento integral de las distintas etapas del ciclo de la gesti?n p?blica, el uso de la informaci?n para la toma de decisiones y el empleo de m?ltiples instrumentos y metodolog?as. Si tienes alguna pregunta, escr?benos a?idbx@iadb.org La preparaci?n de este curso fue financiada por el Programa Especial para el Desarrollo Institucional (SPID) del Banco Interamericano de Desarrollo. Mayor informaci?n en la p?gina web del SPID.?? ? *?This course will be offered in Spanish?* What is managing for development results? What are the components of the public management cycle associated with managing for development results? What are the main challenges in Latin America and the Caribbean for the implementation of managing for development results? How to assist the implementation of managing for development results in Latin America and the Caribbean? This course ? the first of a series of courses in this topic ? answers the previous questions and, as an introduction, provides a conceptual framework on managing for development results with special emphasis in subnational governments. In the following courses of this series we will go in depth in each one of the components of the public management cycle. Latin American and Caribbean countries face considerable challenges in public management, such as the design of public policies that take into account different stakeholders¡¯ points of view; citizen demands and scarce available resources; financial resource allocation; public service quality; and monitoring and evaluation; among others. Managing for development results and its managerial focus contributes to addressing these challenges through a comprehensive effort involving different stages of the public management cycle, the use of information for decision-making, and the use of multiple instruments and methodologies. If you have any questions, please write us at?idbx@iadb.org The preparation of this course was financed by the Special Program for Institutional Development (SPID) of the Inter-American Development Bank. For more information visit the?SPID website. ? read more read less",/enroll?course_id=67523&direct_enroll=true,67523
Giri?imcilik 102: M??teriniz i?in ne yapabilirsiniz?,edX,Massachusetts Institute of Technology,4,7,,"FREE, Add a Verified Certificate for $100","M??terinizin sizin i?in ne yapabilece?i de?il, sizin m??teriniz i?in ne yapabilece?iniz ?nemli. Giri?imcilik 101 dersinde d?nyaya m??teri g?z?nden bakmay©¥ ??rendiniz, bu da sizin i?in m?kemmel bir bak©¥? a?©¥s©¥ oldu! Ama yolculu?umuz hen?z bitmedi. Ufukta g?r?nen kesinli?e ula?mam©¥z i?in daha ??renmemiz gereken ?ok ?ey var. M??terilerin sorunlar©¥n©¥ ??zecek harika bir ?r?n yaratmak en az m??teri bulmak kadar ?nemli olan bir unsur. M??teriniz ?r?n?n?z? nas©¥l edinecek? Bu ?r?n m??terinin sorununu nas©¥l ??zecek? ?r?n?n?z ne gibi bir de?er getirecek? Ba?ar©¥n©¥z©¥n s©¥rr©¥ nedir? Rekabet noktas©¥nda nas©¥l davran©¥yorsunuz? Sanal ?l?ms?zl?k, k???k i?letme pazarlamas©¥, kentsel tasar©¥m, dil e?itimi, sa?l©¥k ve giri?imci destek hizmetleri gibi bir?ok konudan yola ?©¥karak, giri?imcilerin geni? kapsaml©¥ vaka analizlerini kullan©¥yoruz. Giri?imcilerin ?r?n kavram©¥n©¥ nas©¥l geli?tirdiklerini, m??terilerin sorunlar©¥n©¥ nas©¥l ??zd?klerini, nas©¥l net... M??terinizin sizin i?in ne yapabilece?i de?il, sizin m??teriniz i?in ne yapabilece?iniz ?nemli. Giri?imcilik 101 dersinde d?nyaya m??teri g?z?nden bakmay©¥ ??rendiniz, bu da sizin i?in m?kemmel bir bak©¥? a?©¥s©¥ oldu! Ama yolculu?umuz hen?z bitmedi. Ufukta g?r?nen kesinli?e ula?mam©¥z i?in daha ??renmemiz gereken ?ok ?ey var. M??terilerin sorunlar©¥n©¥ ??zecek harika bir ?r?n yaratmak en az m??teri bulmak kadar ?nemli olan bir unsur. M??teriniz ?r?n?n?z? nas©¥l edinecek? Bu ?r?n m??terinin sorununu nas©¥l ??zecek? ?r?n?n?z ne gibi bir de?er getirecek? Ba?ar©¥n©¥z©¥n s©¥rr©¥ nedir? Rekabet noktas©¥nda nas©¥l davran©¥yorsunuz? Sanal ?l?ms?zl?k, k???k i?letme pazarlamas©¥, kentsel tasar©¥m, dil e?itimi, sa?l©¥k ve giri?imci destek hizmetleri gibi bir?ok konudan yola ?©¥karak, giri?imcilerin geni? kapsaml©¥ vaka analizlerini kullan©¥yoruz. Giri?imcilerin ?r?n kavram©¥n©¥ nas©¥l geli?tirdiklerini, m??terilerin sorunlar©¥n©¥ nas©¥l ??zd?klerini, nas©¥l net bir de?er ?nermesi kurduklar©¥n©¥, ba?ar©¥ s©¥rlar©¥n©¥ ne ?ekilde geli?tirdiklerini ve rekabeti nas©¥l anlad©¥klar©¥n©¥ inceleyebileceksiniz. Yolculuk devam ediyor. Bizimle misiniz? M??teriniz sizi bekliyor. Onayl©¥ sertifikaya devam ederek $500 AWS kredisi ve di?er avantajlar i?eren AWS Activate ?yeli?ine hak kazan©¥n. read more read less",/enroll?course_id=69971&direct_enroll=true,69971
"Programaci?n y pol?ticas financieras, Parte 1: Cuentas macroecon?micas y an?lisis",edX,The International Monetary Fund,4,10,,FREE,"¢¯Cu?n sana es una econom?a? ¢¯Qu? puede hacer la pol?tica econ?mica para mantener o restablecer la salud de una econom?a? Estas preguntas est?n en el centro de la programaci?n financiera. En nuestro curso PPF usted aprender? los conceptos fundamentales para responder a estas preguntas. La programaci?n financiera es un marco que permite analizar el estado de la econom?a, prever el curso de su evoluci?n y determinar las pol?ticas econ?micas que pueden cambiarlo. La primera parte del curso PPF, presentada por el Instituto de Capacitaci?n del FMI, le permitir? adquirir conocimientos b?sicos para realizar la programaci?n financiera. En el curso se presentan las caracter?sticas principales de los cuatro grandes sectores que comprenden la macroeconom?a (real, fiscal, externo y monetario), ense?a c?mo analizar e interpretar las cuentas de estos sectores y c?mo estos sectores est?n relacionados entre s?. Durante el curso, los economis... ¢¯Cu?n sana es una econom?a? ¢¯Qu? puede hacer la pol?tica econ?mica para mantener o restablecer la salud de una econom?a? Estas preguntas est?n en el centro de la programaci?n financiera. En nuestro curso PPF usted aprender? los conceptos fundamentales para responder a estas preguntas. La programaci?n financiera es un marco que permite analizar el estado de la econom?a, prever el curso de su evoluci?n y determinar las pol?ticas econ?micas que pueden cambiarlo. La primera parte del curso PPF, presentada por el Instituto de Capacitaci?n del FMI, le permitir? adquirir conocimientos b?sicos para realizar la programaci?n financiera. En el curso se presentan las caracter?sticas principales de los cuatro grandes sectores que comprenden la macroeconom?a (real, fiscal, externo y monetario), ense?a c?mo analizar e interpretar las cuentas de estos sectores y c?mo estos sectores est?n relacionados entre s?. Durante el curso, los economistas del FMI lo guiar?n a trav?s de las cuentas y el an?lisis de una econom?a. Adem?s de las clases, usted responder? a las preguntas sobre los conceptos explicados, har? breves ejercicios num?ricos, discutir? con los otros participantes sobre la evoluci?n econ?mica de su pa?s y trabajar? con los datos de un pa?s imaginario. Tendr? acceso a los materiales de lectura. Tanto si es funcionario y trabaja en cuestiones econ?micas para su pa?s, como si es un profesional que maneja datos econ?micos o sencillamente le interesa entender mejor la evoluci?n de una econom?a, este curso le entregar? las herramientas para el an?lisis macroecon?mico. ¢®Esperamos con inter?s su participaci?n! El curso de programaci?n y pol?ticas financieras, Parte 1 es ofrecido por el FMI con el apoyo financiero del gobierno de B?lgica. read more read less",/enroll?course_id=80172&direct_enroll=true,80172
